input,deltaHeron,deltaLookup,deltaTaylor
100000.000000000000000,0.000000000000000,0.000061035156250,0.000000000000000
100100.000000000000000,0.000000000000000,0.000000000000000,0.000030517578125
100200.000000000000000,0.000000000000000,0.000000000000000,0.000030517578125
100300.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
100400.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
100500.000000000000000,0.000000000000000,0.000030517578125,0.000000000000000
100600.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
100700.000000000000000,0.000000000000000,0.000000000000000,0.000030517578125
100800.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
100900.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
101000.000000000000000,0.000000000000000,0.000030517578125,0.000000000000000
101100.000000000000000,0.000000000000000,0.000030517578125,0.000061035156250
101200.000000000000000,0.000000000000000,0.000000000000000,0.000030517578125
101300.000000000000000,0.000000000000000,0.000030517578125,0.000000000000000
101400.000000000000000,0.000000000000000,0.000000000000000,0.000030517578125
101500.000000000000000,0.000000000000000,0.000000000000000,0.000030517578125
101600.000000000000000,0.000000000000000,0.000030517578125,0.000000000000000
101700.000000000000000,0.000000000000000,0.000030517578125,0.000030517578125
101800.000000000000000,0.000000000000000,0.000030517578125,0.000030517578125
101900.000000000000000,0.000000000000000,0.000030517578125,0.000000000000000
102000.000000000000000,0.000000000000000,0.000030517578125,0.000000000000000
102100.000000000000000,0.000000000000000,0.000030517578125,0.000030517578125
102200.000000000000000,0.000000000000000,0.000000000000000,0.000030517578125
102300.000000000000000,0.000000000000000,0.000000000000000,0.000030517578125
102400.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
102500.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
102600.000000000000000,0.000000000000000,0.000030517578125,0.000000000000000
102700.000000000000000,0.000000000000000,0.000030517578125,0.000000000000000
102800.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
102900.000000000000000,0.000000000000000,0.000030517578125,0.000000000000000
103000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
103100.000000000000000,0.000000000000000,0.000030517578125,0.000030517578125
103200.000000000000000,0.000000000000000,0.000000000000000,0.000030517578125
103300.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
103400.000000000000000,0.000000000000000,0.000000000000000,0.000030517578125
103500.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
103600.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
103700.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
103800.000000000000000,0.000000000000000,0.000030517578125,0.000061035156250
103900.000000000000000,0.000000000000000,0.000000000000000,0.000030517578125
104000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
104100.000000000000000,0.000000000000000,0.000030517578125,0.000030517578125
104200.000000000000000,0.000000000000000,0.000000000000000,0.000030517578125
104300.000000000000000,0.000000000000000,0.000030517578125,0.000000000000000
104400.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
104500.000000000000000,0.000000000000000,0.000000000000000,0.000030517578125
104600.000000000000000,0.000000000000000,0.000030517578125,0.000000000000000
104700.000000000000000,0.000000000000000,0.000030517578125,0.000000000000000
104800.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
104900.000000000000000,0.000000000000000,0.000000000000000,0.000030517578125
105000.000000000000000,0.000000000000000,0.000030517578125,0.000000000000000
105100.000000000000000,0.000000000000000,0.000000000000000,0.000030517578125
105200.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
105300.000000000000000,0.000000000000000,0.000030517578125,0.000030517578125
105400.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
105500.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
105600.000000000000000,0.000000000000000,0.000030517578125,0.000000000000000
105700.000000000000000,0.000000000000000,0.000030517578125,0.000030517578125
